prodcode	productname	drugsubstance	bnfcode	bnfchapter
62216	Diazepam 10mg tablets (Almus Pharmaceuticals Ltd)	Diazepam	04010201/04080400/04105000/10020200/15010401	Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)
62454	Coal tar solution 5% / Betamethasone valerate 0.025% ointment 5% in White soft paraffin (Special Order)	Betamethasone valerate/Coal tar solution	13040000/13500000	Topical Corticosteroids/Miscellaneous Skin Preparations
62541	Diazepam 2mg tablets (Sovereign Medical Ltd)	Diazepam	04010201/04080400/04105000/10020200/15010401	Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)
62549	Lansoprazole 15mg orodispersible tablets (Alliance Healthcare (Distribution) Ltd)	Lansoprazole	01030500	Proton Pump Inhibitors
62993	Leflunomide 20mg tablets (Sandoz Ltd)	Leflunomide	10010302	Drugs Affecting The Immune Response In Rheumatic Disease
63125	Lansoprazole 5mg/5ml oral suspension	Lansoprazole	01030500	Proton Pump Inhibitors
63238	Diazepam 2mg tablets (Waymade Healthcare Plc)	Diazepam	04010201/04080400/04105000/10020200/15010401	Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)
63283	Omeprazole 3mg/5ml oral solution	Omeprazole	01030500	Proton Pump Inhibitors
63298	Hydroxychloroquine 200mg tablets (Creo Pharma Ltd)	Hydroxychloroquine sulfate	10010300	Drugs That Suppress The Rheumatic Disease Process
63324	Omeprazole 10mg gastro-resistant capsules (Almus Pharmaceuticals Ltd)	Omeprazole	01030500	Proton Pump Inhibitors
63402	Omeprazole 10mg gastro-resistant capsules (Ranbaxy (UK) Ltd)	Omeprazole	01030500	Proton Pump Inhibitors
63608	Omeprazole 40mg gastro-resistant capsules (PLIVA Pharma Ltd)	Omeprazole	01030500	Proton Pump Inhibitors
63687	Betamethasone 0.10% Ointment (Manx Pharma Ltd)	Betamethasone valerate	13040400	Potent Topical Corticosteroids
63691	Omeprazole 500micrograms/5ml oral solution	Omeprazole	01030500	Proton Pump Inhibitors
63694	Diazepam 2mg tablets (Phoenix Healthcare Distribution Ltd)	Diazepam	04010201/04080400/04105000/10020200/15010401	Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)
63737	Fenofibrate micronised 267mg capsules (Sigma Pharmaceuticals Plc)	Fenofibrate micronised	02120300	Fibrates
63831	Lansoprazole 30mg/5ml oral suspension	Lansoprazole	01030500	Proton Pump Inhibitors
63860	Coal tar solution 15% in Betamethasone valerate 0.025% ointment	Betamethasone valerate/Coal tar solution	13040000/13500000	Topical Corticosteroids/Miscellaneous Skin Preparations
64131	Hydroxychloroquine 200mg tablets (Zentiva)	Hydroxychloroquine sulfate	10010300	Drugs That Suppress The Rheumatic Disease Process
64200	Diazepam 2mg tablets (Alliance Healthcare (Distribution) Ltd)	Diazepam	04010201/04080400/04105000/10020200/15010401	Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)
64235	Betamethasone 500microgram soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)	Betamethasone sodium phosphate	06030200	Glucocorticoid Therapy
64294	Coal tar solution 10% in Betamethasone valerate 0.025% ointment	Betamethasone valerate/Coal tar solution	13040000/13500000	Topical Corticosteroids/Miscellaneous Skin Preparations
64317	Hydroxychloroquine 200mg tablets (Waymade Healthcare Plc)	Hydroxychloroquine sulfate	10010300	Drugs That Suppress The Rheumatic Disease Process
64321	Betamethasone valerate 0.1% ointment (Actavis UK Ltd)	Betamethasone valerate	13040000/13040400	Topical Corticosteroids/Potent Topical Corticosteroids
64332	Nexium Control 20mg gastro-resistant tablets (Pfizer Consumer Healthcare Ltd)	Esomeprazole magnesium trihydrate	01030500	Proton Pump Inhibitors
64439	Dovobet gel Applicator (LEO Pharma)	Betamethasone dipropionate/Calcipotriol monohydrate	13040000/13050200	Topical Corticosteroids/Preparations For Psoriasis
64445	Lansoprazole 4mg/5ml oral solution	Lansoprazole	01030500	Proton Pump Inhibitors
64503	Bezalip Mono 400mg modified-release tablets (Waymade Healthcare Plc)	Bezafibrate	02120300	Fibrates
64836	Hydroxychloroquine 150mg/5ml oral suspension	Hydroxychloroquine sulfate	10010300	Drugs That Suppress The Rheumatic Disease Process
64933	Fenofibrate micronised 267mg capsules (Ranbaxy (UK) Ltd)	Fenofibrate micronised	02120300	Fibrates
64953	Betamethasone valerate 0.1% / Clioquinol 3% ointment (Alliance Healthcare (Distribution) Ltd)	Clioquinol/Betamethasone valerate	13040000/13040100	Topical Corticosteroids/Topical Corticosteroids With Antimicrobials
64984	Fenofibrate micronised 160mg tablets (Phoenix Healthcare Distribution Ltd)	Fenofibrate micronised	02120300	Fibrates
65142	Esomeprazole 40mg gastro-resistant capsules (Actavis UK Ltd)	Esomeprazole magnesium dihydrate	01030500	Proton Pump Inhibitors
65283	Otocomb Otic ear ointment (Imported (Australia))	Gramicidin/Nystatin/Neomycin sulfate/Triamcinolone acetonide	12010100	Drugs Acting On The Ear - Otitis Externa
65572	Fenofibrate micronised 160mg tablets (Thornton & Ross Ltd)	Fenofibrate micronised	02120300	Fibrates
65609	Betnesol 0.1% eye/ear/nose drops (Lexon (UK) Ltd)	Betamethasone sodium phosphate	11040100/12010151/12020101	Corticosteroids (in Eye Preparations)/Anti-inflammatory Preparations/Corticosteroids Used In Nasal Allergy
65719	Nexium 20mg gastro-resistant tablets (DE Pharmaceuticals)	Esomeprazole magnesium trihydrate	01030500	Proton Pump Inhibitors
66087	Modalim 100mg tablets (Mawdsley-Brooks & Company Ltd)	Ciprofibrate	02120300	Fibrates
66094	Hydroxychloroquine 200mg tablets (DE Pharmaceuticals)	Hydroxychloroquine sulfate	10010300	Drugs That Suppress The Rheumatic Disease Process
66143	Hydroxychloroquine 200mg tablets (Teva UK Ltd)	Hydroxychloroquine sulfate	10010300	Drugs That Suppress The Rheumatic Disease Process
66348	Lansoprazole 15mg gastro-resistant capsules (Bristol Laboratories Ltd)	Lansoprazole	01030500	Proton Pump Inhibitors
66425	Bezafibrate 400mg modified-release tablets (A A H Pharmaceuticals Ltd)	Bezafibrate	02120300	Fibrates
66469	Colchicine 500microgram tablets (Alliance Healthcare (Distribution) Ltd)	Colchicine	10010450	Acute Attacks Of Gout
66484	Xemacort cream (Mylan)	Betamethasone valerate/Fusidic acid	13040000/13040100	Topical Corticosteroids/Topical Corticosteroids With Antimicrobials
66505	Fenofibrate 145mg / Simvastatin 40mg tablets	Simvastatin/Fenofibrate	02120300/02120400	Fibrates/Statins
66552	Omeprazole 10mg gastro-resistant capsules (Dexcel-Pharma Ltd)	Omeprazole	01030500	Proton Pump Inhibitors
66564	Bezafibrate 400mg modified-release tablets (Phoenix Healthcare Distribution Ltd)	Bezafibrate	02120300	Fibrates
66573	Omeprazole 20mg gastro-resistant capsules (Phoenix Healthcare Distribution Ltd)	Omeprazole	01030500	Proton Pump Inhibitors
66605	Coal tar solution 5% in Betamethasone valerate 0.025% ointment (Drug Tariff Special Order)	Betamethasone valerate/Coal tar solution	13040000/13500000	Topical Corticosteroids/Miscellaneous Skin Preparations
66643	Mezzopram 40mg dispersible gastro-resistant tablets (Sandoz Ltd)	Omeprazole magnesium	01030500	Proton Pump Inhibitors
66777	Betamethasone 0.1% ear/eye/nose drops (Icarus Pharmaceuticals Ltd)	Betamethasone sodium phosphate	11040100/12010151/12020101	Corticosteroids (in Eye Preparations)/Anti-inflammatory Preparations/Corticosteroids Used In Nasal Allergy
66780	Fenofibrate 145mg / Simvastatin 20mg tablets	Simvastatin/Fenofibrate	02120300/02120400	Fibrates/Statins
66867	Triamcinolone hexacetonide 20mg/1ml suspension for injection ampoules	Triamcinolone hexacetonide	10010202	Local Corticosteroid Injections
66903	Omeprazole 12.5mg/5ml oral suspension	Omeprazole	01030500	Proton Pump Inhibitors
66943	Calcipotriol 50micrograms/g / Betamethasone dipropionate 500micrograms/g foam	Betamethasone dipropionate/Calcipotriol monohydrate	13040000/13050202	Topical Corticosteroids/Topical Preparations For Psoriasis
67034	Enstilar 50micrograms/g / 0.5 mg/g cutaneous foam (LEO Pharma)	Betamethasone dipropionate/Calcipotriol monohydrate	13040000/13050202	Topical Corticosteroids/Topical Preparations For Psoriasis
67157	Fenofibrate micronised 200mg capsules (Phoenix Healthcare Distribution Ltd)	Fenofibrate micronised	02120300	Fibrates
67163	Hydroxychloroquine 200mg tablets (Phoenix Healthcare Distribution Ltd)	Hydroxychloroquine sulfate	10010300	Drugs That Suppress The Rheumatic Disease Process
67192	Diazepam 5mg/5ml oral suspension (Sandoz Ltd)	Diazepam	04010201/04080200/04080300/04105000/10020200/15010401/54140000	Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)/Therapy Of Convulsions Due To Poisoning
67193	Diazepam 2mg/5ml oral suspension (Sandoz Ltd)	Diazepam	04010201/04080200/04080300/04105000/10020200/15010401/54140000	Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)/Therapy Of Convulsions Due To Poisoning
67262	Diprosalic 0.05%/3% ointment (Waymade Healthcare Plc)	Betamethasone dipropionate/Salicylic acid	13040400	Potent Topical Corticosteroids
67268	Diprosalic 0.05%/2% scalp application (DE Pharmaceuticals)	Salicylic acid/Betamethasone dipropionate	13040000/13040400	Topical Corticosteroids/Potent Topical Corticosteroids
67270	Zoton FasTab 30mg (Mawdsley-Brooks & Company Ltd)	Lansoprazole	01030500	Proton Pump Inhibitors
67277	Dovobet ointment (Waymade Healthcare Plc)	Betamethasone dipropionate/Calcipotriol hydrate	13040000/13050200	Topical Corticosteroids/Preparations For Psoriasis
67297	Diazepam 25mg/5ml oral solution	Diazepam	04010201/04080200/04080300/04105000/10020200/15010401/54140000	Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)/Therapy Of Convulsions Due To Poisoning
67329	Lipantil Micro 267 capsules (DE Pharmaceuticals)	Fenofibrate micronised	02120300	Fibrates
67385	Lansoprazole 15mg gastro-resistant capsules (Sovereign Medical Ltd)	Lansoprazole	01030500	Proton Pump Inhibitors
67451	Diazepam 2mg tablets (Mawdsley-Brooks & Company Ltd)	Diazepam	04010201/04080400/04105000/10020200/15010401	Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)
67523	Hydroxychloroquine 200mg/5ml oral suspension	Hydroxychloroquine sulfate	10010300	Drugs That Suppress The Rheumatic Disease Process
67577	Lansoprazole 15mg gastro-resistant capsules (Mylan)	Lansoprazole	01030500	Proton Pump Inhibitors
67739	Leflunomide 20mg tablets (Teva UK Ltd)	Leflunomide	10010302	Drugs Affecting The Immune Response In Rheumatic Disease
67785	Diazepam 5mg tablets (Wockhardt UK Ltd)	Diazepam	04010201/04080400/04105000/10020200/15010401	Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)
67790	Generic Tri-Adcortyl Otic ointment	Triamcinolone acetonide/Gramicidin/Neomycin sulfate/Nystatin	00000000	Unknown
67811	Lansoprazole 10mg oral powder sachets	Lansoprazole	01030500	Proton Pump Inhibitors
67957	Diazepam 5mg/5ml oral suspension (A A H Pharmaceuticals Ltd)	Diazepam	04010201	Benzodiazepines
68028	Omeprazole 40mg gastro-resistant capsules (Wockhardt UK Ltd)	Omeprazole	01030500	Proton Pump Inhibitors
68087	Diprosalic 0.05%/2% scalp application (Sigma Pharmaceuticals Plc)	Salicylic acid/Betamethasone dipropionate	13040000/13040400	Topical Corticosteroids/Potent Topical Corticosteroids
68305	Lansoprazole 10mg/5ml oral solution	Lansoprazole	01030500	Proton Pump Inhibitors
68306	Betamethasone 500microgram soluble tablets sugar free (RPH Pharmaceuticals AB)	Betamethasone sodium phosphate	06030200	Glucocorticoid Therapy
68374	Betamethasone valerate 0.1% ointment 5% in White soft paraffin	Betamethasone valerate	13040000/13040400/50030000	Topical Corticosteroids/Potent Topical Corticosteroids/Extemporaneous Item
68414	Diazepam 2mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)	Diazepam	04010201/04080400/04105000/10020200/15010401	Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)
68671	Leflunomide 20mg tablets (Alliance Healthcare (Distribution) Ltd)	Leflunomide	10010302	Drugs Affecting The Immune Response In Rheumatic Disease
68672	Leflunomide 10mg tablets (Alliance Healthcare (Distribution) Ltd)	Leflunomide	10010302	Drugs Affecting The Immune Response In Rheumatic Disease
68873	Lansoprazole 30mg gastro-resistant capsules (Bristol Laboratories Ltd)	Lansoprazole	01030500	Proton Pump Inhibitors
69314	Lansoprazole 10mg/5ml oral suspension	Lansoprazole	01030500	Proton Pump Inhibitors
69366	Coal tar solution 6% in Betamethasone valerate 0.1% ointment	Betamethasone valerate/Coal tar solution	13040000/13500000	Topical Corticosteroids/Miscellaneous Skin Preparations
69528	Cholib 145mg/20mg tablets (Mylan)	Simvastatin/Fenofibrate	02120300/02120400	Fibrates/Statins
69714	Esomeprazole 40mg/5ml oral suspension	Esomeprazole magnesium trihydrate	01030500	Proton Pump Inhibitors
69769	Lansoprazole 3mg/5ml oral solution	Lansoprazole	01030500	Proton Pump Inhibitors
69783	Diazepam 2mg/5ml oral suspension (A A H Pharmaceuticals Ltd)	Diazepam	04010201/04080200/04080300/04105000/10020200/15010401/54140000	Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)/Therapy Of Convulsions Due To Poisoning
69798	Esomeprazole 20mg gastro-resistant tablets (Actavis UK Ltd)	Esomeprazole magnesium trihydrate	01030500	Proton Pump Inhibitors
69810	Diazepam 5mg tablets (Crescent Pharma Ltd)	Diazepam	04010201/04080400/04105000/10020200/15010401	Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)
69899	Omeprazole 20mg gastro-resistant capsules (DE Pharmaceuticals)	Omeprazole	01030500	Proton Pump Inhibitors
70000	Bettamousse 0.1% cutaneous foam (Lexon (UK) Ltd)	Betamethasone valerate	13040000/13040400	Topical Corticosteroids/Potent Topical Corticosteroids
70170	Omeprazole 6.8mg/5ml oral suspension	Omeprazole	01030500	Proton Pump Inhibitors
70304	Diprosalic 0.05%/3% ointment (Mawdsley-Brooks & Company Ltd)	Betamethasone dipropionate/Salicylic acid	13040000/13040400	Topical Corticosteroids/Potent Topical Corticosteroids
70348	Lotriderm cream (DE Pharmaceuticals)	Clotrimazole/Betamethasone dipropionate	13040000/13040100	Topical Corticosteroids/Topical Corticosteroids With Antimicrobials
70486	Cholib 145mg/40mg tablets (Mylan)	Simvastatin/Fenofibrate	02120300/02120400	Fibrates/Statins
70536	Diazepam 1mg/5ml oral solution	Diazepam	04010201/04080200/04080300/04105000/10020200/15010401/54140000	Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)/Therapy Of Convulsions Due To Poisoning
70649	Lansoprazole 15mg gastro-resistant capsules (Zentiva)	Lansoprazole	01030500	Proton Pump Inhibitors
70737	Hydroxychloroquine 200mg tablets (Alliance Healthcare (Distribution) Ltd)	Hydroxychloroquine sulfate	10010300	Drugs That Suppress The Rheumatic Disease Process
70751	Bezalip Mono 400mg modified-release tablets (Sigma Pharmaceuticals Plc)	Bezafibrate	02120300	Fibrates
70797	Omeprazole 5mg/5ml oral solution	Omeprazole	01030500	Proton Pump Inhibitors
70830	Omeprazole 40mg gastro-resistant capsules (Sandoz Ltd)	Omeprazole	01030500	Proton Pump Inhibitors
70950	Fenofibrate micronised 200mg capsules (Waymade Healthcare Plc)	Fenofibrate micronised	02120300	Fibrates
70964	Esomeprazole 20mg gastro-resistant capsules (Mylan)	Esomeprazole magnesium dihydrate	01030500	Proton Pump Inhibitors
71016	Ciprofibrate 100mg tablets (DE Pharmaceuticals)	Ciprofibrate	02120300	Fibrates
71052	Colchicine 500microgram tablets (Kent Pharmaceuticals Ltd)	Colchicine	10010450	Acute Attacks Of Gout
71065	Omeprazole 40mg gastro-resistant capsules (Almus Pharmaceuticals Ltd)	Omeprazole	01030500	Proton Pump Inhibitors
71087	Lansoprazole 15mg gastro-resistant capsules (Almus Pharmaceuticals Ltd)	Lansoprazole	01030500	Proton Pump Inhibitors
71099	Leflunomide 10mg tablets (Aspire Pharma Ltd)	Leflunomide	10010302	Drugs Affecting The Immune Response In Rheumatic Disease
71174	Dovobet ointment (Lexon (UK) Ltd)	Betamethasone dipropionate/Calcipotriol hydrate	13040000/13050200	Topical Corticosteroids/Preparations For Psoriasis
71185	Betnovate 0.1% scalp application (Necessity Supplies Ltd)	Betamethasone valerate	13040000/13040400	Topical Corticosteroids/Potent Topical Corticosteroids
71245	Diazepam 5mg tablets (Relonchem Ltd)	Diazepam	04010201/04080400/04105000/10020200/15010401	Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)
71336	Diazepam 2mg tablets (DE Pharmaceuticals)	Diazepam	04010201/04080400/04105000/10020200/15010401	Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)
71666	Rabeprazole 20mg gastro-resistant tablets (Teva UK Ltd)	Rabeprazole sodium	01030500	Proton Pump Inhibitors
71678	Ventra 40mg gastro-resistant capsules (Ethypharm UK Ltd)	Esomeprazole magnesium dihydrate	01030500	Proton Pump Inhibitors
71853	Colchicine 500microgram tablets (DE Pharmaceuticals)	Colchicine	10010450	Acute Attacks Of Gout
71881	Omeprazole 10mg gastro-resistant capsules (Dowelhurst Ltd)	Omeprazole	01030500	Proton Pump Inhibitors
71902	Coal tar solution 5% in Betamethasone valerate 0.025% cream	Betamethasone valerate/Coal tar solution	13040000/13500000	Topical Corticosteroids/Miscellaneous Skin Preparations
71992	Omeprazole 7mg/5ml oral suspension	Omeprazole	01030500	Proton Pump Inhibitors
72092	Fenofibrate micronised 160mg tablets (Waymade Healthcare Plc)	Fenofibrate micronised	02120300	Fibrates
72144	Lansoprazole 30mg orodispersible tablets (Mylan)	Lansoprazole	01030500	Proton Pump Inhibitors
72435	Omeprazole 10mg gastro-resistant capsules (Tillomed Laboratories Ltd)	Omeprazole	01030500	Proton Pump Inhibitors
72645	Leflunomide 20mg tablets (Actavis UK Ltd)	Leflunomide	10010302	Drugs Affecting The Immune Response In Rheumatic Disease
72730	Stesolid 5mg/ml Injection (Actavis UK Ltd)	Diazepam	04010200/04080200	Anxiolytics/Drugs Used In Status Epilepticus
72922	Clioquinol 3% / Coal Tar 3% in Betamethasone valerate 0.025% ointment	Clioquinol/Coal tar/Betamethasone valerate	13040000/13500000	Topical Corticosteroids/Miscellaneous Skin Preparations
73010	Hydroxychloroquine 40mg/5ml oral solution	Hydroxychloroquine sulfate	10010300	Drugs That Suppress The Rheumatic Disease Process
73053	Omeprazole 40mg gastro-resistant capsules (A A H Pharmaceuticals Ltd)	Omeprazole	01030500	Proton Pump Inhibitors
73384	Fenofibrate micronised 200mg capsules (DE Pharmaceuticals)	Fenofibrate micronised	02120300	Fibrates
73385	Fenofibrate micronised 200mg capsules (Kent Pharmaceuticals Ltd)	Fenofibrate micronised	02120300	Fibrates
73427	Omeprazole 10mg gastro-resistant capsules (PLIVA Pharma Ltd)	Omeprazole	01030500	Proton Pump Inhibitors
73491	Fenofibrate micronised 267mg capsules (A A H Pharmaceuticals Ltd)	Fenofibrate micronised	02120300	Fibrates
73526	Diazepam 2mg tablets (Crescent Pharma Ltd)	Diazepam	04010201/04080400/04105000/10020200/15010401	Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)
73648	Leflunomide 10mg tablets (Actavis UK Ltd)	Leflunomide	00000000	Unknown
73710	Omeprazole 8.5mg/5ml oral suspension	Omeprazole	01030500	Proton Pump Inhibitors
73751	Diazepam 5mg/5ml oral suspension	Diazepam	04010201/04080200/04080300/04105000/10020200/15010401/54140000	Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (Peri-Operative)/Therapy Of Convulsions Due To Poisoning
73815	Diazepam 5mg tablets (Alliance Healthcare (Distribution) Ltd)	Diazepam	04010201/04080400/04105000/10020200/15010401	Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (Peri-Operative)
73906	Nexium Control 20mg gastro-resistant capsules (Pfizer Consumer Healthcare Ltd)	Esomeprazole magnesium dihydrate	01030500	Proton Pump Inhibitors
73957	Lansoprazole 15mg orodispersible tablets (Teva UK Ltd)	Lansoprazole	01030500	Proton Pump Inhibitors
73958	Omeprazole 10mg/5ml oral solution (Special Order)	Omeprazole	01030500	Proton Pump Inhibitors
73987	Pariet 20mg gastro-resistant tablets (Sigma Pharmaceuticals Plc)	Rabeprazole sodium	01030500	Proton Pump Inhibitors
74009	Bezalip Mono 400mg modified-release tablets (Dowelhurst Ltd)	Bezafibrate	02120300	Fibrates
74024	Pariet 20mg gastro-resistant tablets (Waymade Healthcare Plc)	Rabeprazole sodium	01030500	Proton Pump Inhibitors
74030	Coal tar 5% in Betamethasone valerate 0.025% ointment	Betamethasone valerate/Coal tar	13040000/13500000	Topical Corticosteroids/Miscellaneous Skin Preparations
74033	Omeprazole 20mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)	Omeprazole	01030500	Proton Pump Inhibitors
74042	Coal tar solution 10% in Betamethasone valerate 0.1% ointment	Betamethasone valerate/Coal tar solution	13040000/13500000	Topical Corticosteroids/Miscellaneous Skin Preparations
74044	Pariet 10mg gastro-resistant tablets (Waymade Healthcare Plc)	Rabeprazole sodium	01030500	Proton Pump Inhibitors
74072	Coal tar 5% in Betamethasone dipropionate 0.05% ointment	Coal tar/Betamethasone dipropionate	13040000/13040400/13500000	Topical Corticosteroids/Potent Topical Corticosteroids/Miscellaneous Skin Preparations
74124	Omeprazole 40mg gastro-resistant capsules (Bristol Laboratories Ltd)	Omeprazole	01030500	Proton Pump Inhibitors
74213	Leflunomide 20mg tablets (A A H Pharmaceuticals Ltd)	Leflunomide	10010302	Drugs Affecting The Immune Response In Rheumatic Disease
74336	Audavate 0.1% cream (Actavis UK Ltd)	Betamethasone valerate	13040000/13040400	Topical Corticosteroids/Potent Topical Corticosteroids
74342	Diazepam 5mg tablets (Almus Pharmaceuticals Ltd)	Diazepam	04010201/04080400/04105000/10020200/15010401	Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (Peri-Operative)
74635	Omeprazole 40mg gastro-resistant tablets (Dexcel-Pharma Ltd)	Omeprazole	01030500	Proton Pump Inhibitors
74755	Diazepam 10mg/5ml oral suspension (Special Order)	Diazepam	04010201/04080200/04080300/04105000/10020200/15010401/54140000	Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (Peri-Operative)/Therapy Of Convulsions Due To Poisoning
74825	Lipantil Micro 200 capsules (Waymade Healthcare Plc)	Fenofibrate micronised	02120300	Fibrates
74846	Losec 10mg gastro-resistant capsules (Waymade Healthcare Plc)	Omeprazole	01030500	Proton Pump Inhibitors
74984	Diazepam 2mg/5ml oral solution sugar free (Almus Pharmaceuticals Ltd)	Diazepam	04010201/04080400/04105000/10020200/15010401	Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (Peri-Operative)
75046	Lansoprazole 40mg/5ml oral suspension	Lansoprazole	01030500	Proton Pump Inhibitors
75309	Lotriderm cream (Sigma Pharmaceuticals Plc)	Clotrimazole/Betamethasone dipropionate	13040000/13040100	Topical Corticosteroids/Topical Corticosteroids With Antimicrobials
75367	Lotriderm cream (Lexon (UK) Ltd)	Clotrimazole/Betamethasone dipropionate	13040000/13040100	Topical Corticosteroids/Topical Corticosteroids With Antimicrobials
75382	Losec 20mg gastro-resistant capsules (Sigma Pharmaceuticals Plc)	Omeprazole	01030500	Proton Pump Inhibitors
75473	Diazepam 2.5mg/5ml oral suspension (Special Order)	Diazepam	04010201/04080200/04080300/04105000/10020200/15010401/54140000	Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (Peri-Operative)/Therapy Of Convulsions Due To Poisoning
75543	Losec MUPS 10mg gastro-resistant tablets (Necessity Supplies Ltd)	Omeprazole magnesium	01030500	Proton Pump Inhibitors
75665	Betesil 2.25mg medicated plasters (Derma UK Ltd)	Betamethasone valerate	13040400	Potent Topical Corticosteroids
75680	Triamcinolone with neomycin and undecylenic acid Cream	Neomycin/Triamcinolone Acetonide	13040400/13100101	Potent Topical Corticosteroids/Antibacterial Preparations Only Used Topically
75762	Lansoprazole 30mg gastro-resistant capsules (Niche Generics Ltd)	Lansoprazole	01030500	Proton Pump Inhibitors
75772	Omeprazole 40mg gastro-resistant tablets (Sandoz Ltd)	Omeprazole	01030500	Proton Pump Inhibitors
75804	Esomeprazole 40mg gastro-resistant tablets (Actavis UK Ltd)	Esomeprazole magnesium trihydrate	01030500	Proton Pump Inhibitors
75925	Omeprazole 40mg gastro-resistant capsules (DE Pharmaceuticals)	Omeprazole	01030500	Proton Pump Inhibitors
75982	Omeprazole 20mg gastro-resistant capsules (Milpharm Ltd)	Omeprazole	01030500	Proton Pump Inhibitors
